attributes,geometry
"{'OBJECTID': 627, 'Province_State': 'Jonkoping', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 57.3708, 'Long_': 14.3439, 'Confirmed': 30459, 'Recovered': 0, 'Deaths': 526, 'Active': 29933, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Jonkoping, Sweden'}","{'x': 14.343900000000076, 'y': 57.37080000000003}"
"{'OBJECTID': 628, 'Province_State': 'Kalmar', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 57.235, 'Long_': 16.1849, 'Confirmed': 13253, 'Recovered': 0, 'Deaths': 217, 'Active': 13036, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kalmar, Sweden'}","{'x': 16.184900000000027, 'y': 57.23500000000007}"
"{'OBJECTID': 629, 'Province_State': 'Kronoberg', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 56.7183, 'Long_': 14.4115, 'Confirmed': 14762, 'Recovered': 0, 'Deaths': 296, 'Active': 14466, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kronoberg, Sweden'}","{'x': 14.411500000000046, 'y': 56.718300000000056}"
"{'OBJECTID': 630, 'Province_State': 'Norrbotten', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 66.8309, 'Long_': 20.3992, 'Confirmed': 15211, 'Recovered': 0, 'Deaths': 234, 'Active': 14977, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Norrbotten, Sweden'}","{'x': 20.399200000000064, 'y': 66.83090000000004}"
"{'OBJECTID': 631, 'Province_State': 'Orebro', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 59.535, 'Long_': 15.0066, 'Confirmed': 20084, 'Recovered': 0, 'Deaths': 296, 'Active': 19788, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Orebro, Sweden'}","{'x': 15.006600000000049, 'y': 59.53500000000008}"
"{'OBJECTID': 632, 'Province_State': 'Ostergotland', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 58.3454, 'Long_': 15.5198, 'Confirmed': 25883, 'Recovered': 0, 'Deaths': 572, 'Active': 25311, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ostergotland, Sweden'}","{'x': 15.519800000000032, 'y': 58.34540000000004}"
"{'OBJECTID': 633, 'Province_State': 'Skane', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 55.9903, 'Long_': 13.5958, 'Confirmed': 118480, 'Recovered': 0, 'Deaths': 1616, 'Active': 116864, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Skane, Sweden'}","{'x': 13.595800000000054, 'y': 55.99030000000005}"
"{'OBJECTID': 634, 'Province_State': 'Sormland', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 59.0336, 'Long_': 16.7519, 'Confirmed': 15464, 'Recovered': 0, 'Deaths': 410, 'Active': 15054, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sormland, Sweden'}","{'x': 16.751900000000035, 'y': 59.033600000000035}"
"{'OBJECTID': 635, 'Province_State': 'Stockholm', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 59.6025, 'Long_': 18.1384, 'Confirmed': 177379, 'Recovered': 0, 'Deaths': 3966, 'Active': 173413, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Stockholm, Sweden'}","{'x': 18.138400000000047, 'y': 59.60250000000008}"
"{'OBJECTID': 636, 'Province_State': 'Uppsala', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 60.0092, 'Long_': 17.2715, 'Confirmed': 26852, 'Recovered': 0, 'Deaths': 489, 'Active': 26363, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Uppsala, Sweden'}","{'x': 17.27150000000006, 'y': 60.00920000000008}"
"{'OBJECTID': 637, 'Province_State': 'Varmland', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 59.7294, 'Long_': 13.2354, 'Confirmed': 10927, 'Recovered': 0, 'Deaths': 180, 'Active': 10747, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Varmland, Sweden'}","{'x': 13.235400000000029, 'y': 59.729400000000055}"
"{'OBJECTID': 638, 'Province_State': 'Vasterbotten', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 65.3337, 'Long_': 16.5162, 'Confirmed': 17173, 'Recovered': 0, 'Deaths': 158, 'Active': 17015, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Vasterbotten, Sweden'}","{'x': 16.516200000000026, 'y': 65.33370000000008}"
"{'OBJECTID': 639, 'Province_State': 'Vasternorrland', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 63.4276, 'Long_': 17.7292, 'Confirmed': 16321, 'Recovered': 0, 'Deaths': 423, 'Active': 15898, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Vasternorrland, Sweden'}","{'x': 17.72920000000005, 'y': 63.42760000000004}"
"{'OBJECTID': 640, 'Province_State': 'Vastmanland', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 59.6714, 'Long_': 16.2159, 'Confirmed': 19669, 'Recovered': 0, 'Deaths': 330, 'Active': 19339, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Vastmanland, Sweden'}","{'x': 16.215900000000033, 'y': 59.67140000000006}"
"{'OBJECTID': 641, 'Province_State': 'Vastra Gotaland', 'Country_Region': 'Sweden', 'Last_Update': 1616502373000, 'Lat': 58.2528, 'Long_': 13.0596, 'Confirmed': 132425, 'Recovered': 0, 'Deaths': 2166, 'Active': 130259, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Vastra Gotaland, Sweden'}","{'x': 13.059600000000046, 'y': 58.25280000000003}"
"{'OBJECTID': 642, 'Province_State': None, 'Country_Region': 'Switzerland', 'Last_Update': 1616502373000, 'Lat': 46.8182, 'Long_': 8.2275, 'Confirmed': 584252, 'Recovered': 317600, 'Deaths': 10239, 'Active': 256413, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Switzerland'}","{'x': 8.22750000000002, 'y': 46.81820000000005}"
"{'OBJECTID': 643, 'Province_State': None, 'Country_Region': 'Syria', 'Last_Update': 1616502373000, 'Lat': 34.802075, 'Long_': 38.996815, 'Confirmed': 17583, 'Recovered': 11693, 'Deaths': 1175, 'Active': 4715, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Syria'}","{'x': 38.996815000000026, 'y': 34.80207500000006}"
"{'OBJECTID': 644, 'Province_State': None, 'Country_Region': 'Taiwan*', 'Last_Update': 1616502373000, 'Lat': 23.7, 'Long_': 121, 'Confirmed': 1006, 'Recovered': 969, 'Deaths': 10, 'Active': 27, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Taiwan*'}","{'x': 121.00000000000011, 'y': 23.700000000000045}"
"{'OBJECTID': 645, 'Province_State': None, 'Country_Region': 'Tajikistan', 'Last_Update': 1616502373000, 'Lat': 38.861, 'Long_': 71.2761, 'Confirmed': 13308, 'Recovered': 13218, 'Deaths': 90, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tajikistan'}","{'x': 71.27610000000004, 'y': 38.86100000000005}"
"{'OBJECTID': 646, 'Province_State': None, 'Country_Region': 'Tanzania', 'Last_Update': 1616502373000, 'Lat': -6.369028, 'Long_': 34.888822, 'Confirmed': 509, 'Recovered': 183, 'Deaths': 21, 'Active': 305, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tanzania'}","{'x': 34.88882200000006, 'y': -6.3690279999999575}"
"{'OBJECTID': 647, 'Province_State': None, 'Country_Region': 'Thailand', 'Last_Update': 1616502373000, 'Lat': 15.870032, 'Long_': 100.992541, 'Confirmed': 28277, 'Recovered': 26766, 'Deaths': 92, 'Active': 1419, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Thailand'}","{'x': 100.99254100000007, 'y': 15.870032000000036}"
"{'OBJECTID': 648, 'Province_State': None, 'Country_Region': 'Timor-Leste', 'Last_Update': 1616502373000, 'Lat': -8.874217, 'Long_': 125.727539, 'Confirmed': 351, 'Recovered': 124, 'Deaths': 0, 'Active': 227, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Timor-Leste'}","{'x': 125.72753900000008, 'y': -8.87421699999993}"
"{'OBJECTID': 649, 'Province_State': None, 'Country_Region': 'Togo', 'Last_Update': 1616502373000, 'Lat': 8.6195, 'Long_': 0.8248, 'Confirmed': 8960, 'Recovered': 7242, 'Deaths': 104, 'Active': 1614, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Togo'}","{'x': 0.8248000000000388, 'y': 8.619500000000073}"
"{'OBJECTID': 650, 'Province_State': None, 'Country_Region': 'Trinidad and Tobago', 'Last_Update': 1616502373000, 'Lat': 10.6918, 'Long_': -61.2225, 'Confirmed': 7861, 'Recovered': 7571, 'Deaths': 140, 'Active': 150, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Trinidad and Tobago'}","{'x': -61.22249999999997, 'y': 10.691800000000056}"
"{'OBJECTID': 651, 'Province_State': None, 'Country_Region': 'Tunisia', 'Last_Update': 1616502373000, 'Lat': 33.886917, 'Long_': 9.537499, 'Confirmed': 245923, 'Recovered': 213106, 'Deaths': 8569, 'Active': 24248, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tunisia'}","{'x': 9.537499000000025, 'y': 33.88691700000004}"
"{'OBJECTID': 652, 'Province_State': None, 'Country_Region': 'Turkey', 'Last_Update': 1616502373000, 'Lat': 38.9637, 'Long_': 35.2433, 'Confirmed': 3035338, 'Recovered': 2844681, 'Deaths': 30178, 'Active': 160479, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Turkey'}","{'x': 35.24330000000003, 'y': 38.963700000000074}"
"{'OBJECTID': 653, 'Province_State': None, 'Country_Region': 'Uganda', 'Last_Update': 1616502373000, 'Lat': 1.373333, 'Long_': 32.290275, 'Confirmed': 40687, 'Recovered': 15133, 'Deaths': 334, 'Active': 25220, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Uganda'}","{'x': 32.290275000000065, 'y': 1.3733330000000592}"
"{'OBJECTID': 654, 'Province_State': 'Cherkasy Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 49.4444, 'Long_': 32.0598, 'Confirmed': 53907, 'Recovered': 48163, 'Deaths': 708, 'Active': 5036, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Cherkasy Oblast, Ukraine'}","{'x': 32.05980000000005, 'y': 49.44440000000003}"
"{'OBJECTID': 655, 'Province_State': 'Chernihiv Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 51.4982, 'Long_': 31.2893, 'Confirmed': 39501, 'Recovered': 32616, 'Deaths': 821, 'Active': 6064, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chernihiv Oblast, Ukraine'}","{'x': 31.289300000000026, 'y': 51.498200000000054}"
"{'OBJECTID': 656, 'Province_State': 'Chernivtsi Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 48.2917, 'Long_': 25.9352, 'Confirmed': 66518, 'Recovered': 48566, 'Deaths': 1262, 'Active': 16690, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chernivtsi Oblast, Ukraine'}","{'x': 25.935200000000066, 'y': 48.29170000000005}"
"{'OBJECTID': 657, 'Province_State': 'Crimea Republic*', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 45.2835, 'Long_': 34.2008, 'Confirmed': 37110, 'Recovered': 34359, 'Deaths': 1035, 'Active': 1716, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Crimea Republic*, Ukraine'}","{'x': 34.20080000000007, 'y': 45.28350000000006}"
"{'OBJECTID': 658, 'Province_State': 'Dnipropetrovsk Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 48.4647, 'Long_': 35.0462, 'Confirmed': 84513, 'Recovered': 72586, 'Deaths': 2218, 'Active': 9709, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Dnipropetrovsk Oblast, Ukraine'}","{'x': 35.046200000000056, 'y': 48.46470000000005}"
"{'OBJECTID': 659, 'Province_State': 'Donetsk Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 48.0159, 'Long_': 37.8028, 'Confirmed': 54042, 'Recovered': 46232, 'Deaths': 1199, 'Active': 6611, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Donetsk Oblast, Ukraine'}","{'x': 37.80280000000005, 'y': 48.015900000000045}"
"{'OBJECTID': 660, 'Province_State': 'Ivano-Frankivsk Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 48.9226, 'Long_': 24.7111, 'Confirmed': 76532, 'Recovered': 57912, 'Deaths': 1577, 'Active': 17043, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ivano-Frankivsk Oblast, Ukraine'}","{'x': 24.711100000000044, 'y': 48.922600000000045}"
"{'OBJECTID': 661, 'Province_State': 'Kharkiv Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 49.9935, 'Long_': 36.2304, 'Confirmed': 96259, 'Recovered': 81769, 'Deaths': 1830, 'Active': 12660, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kharkiv Oblast, Ukraine'}","{'x': 36.23040000000003, 'y': 49.99350000000004}"
"{'OBJECTID': 662, 'Province_State': 'Kherson Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 46.6354, 'Long_': 32.6169, 'Confirmed': 23060, 'Recovered': 20956, 'Deaths': 682, 'Active': 1422, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kherson Oblast, Ukraine'}","{'x': 32.616900000000044, 'y': 46.63540000000006}"
"{'OBJECTID': 663, 'Province_State': 'Khmelnytskyi Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 49.423, 'Long_': 26.9871, 'Confirmed': 57656, 'Recovered': 48511, 'Deaths': 1043, 'Active': 8102, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Khmelnytskyi Oblast, Ukraine'}","{'x': 26.987100000000055, 'y': 49.42300000000006}"
"{'OBJECTID': 664, 'Province_State': 'Kiev', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 50.4501, 'Long_': 30.5234, 'Confirmed': 154036, 'Recovered': 102789, 'Deaths': 3114, 'Active': 48133, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kiev, Ukraine'}","{'x': 30.52340000000004, 'y': 50.45010000000008}"
"{'OBJECTID': 665, 'Province_State': 'Kiev Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 50.053, 'Long_': 30.7667, 'Confirmed': 88575, 'Recovered': 74953, 'Deaths': 1461, 'Active': 12161, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kiev Oblast, Ukraine'}","{'x': 30.76670000000007, 'y': 50.053000000000054}"
"{'OBJECTID': 666, 'Province_State': 'Kirovohrad Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 48.5079, 'Long_': 32.2623, 'Confirmed': 12091, 'Recovered': 8772, 'Deaths': 440, 'Active': 2879, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kirovohrad Oblast, Ukraine'}","{'x': 32.26230000000004, 'y': 48.50790000000006}"
"{'OBJECTID': 667, 'Province_State': 'Luhansk Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 48.574, 'Long_': 39.3078, 'Confirmed': 16369, 'Recovered': 14643, 'Deaths': 504, 'Active': 1222, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Luhansk Oblast, Ukraine'}","{'x': 39.30780000000004, 'y': 48.57400000000007}"
"{'OBJECTID': 668, 'Province_State': 'Lviv Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 49.8397, 'Long_': 24.0297, 'Confirmed': 95469, 'Recovered': 75857, 'Deaths': 2517, 'Active': 17095, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Lviv Oblast, Ukraine'}","{'x': 24.029700000000048, 'y': 49.83970000000005}"
"{'OBJECTID': 669, 'Province_State': 'Mykolaiv Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 46.975, 'Long_': 31.9946, 'Confirmed': 49004, 'Recovered': 40749, 'Deaths': 943, 'Active': 7312, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Mykolaiv Oblast, Ukraine'}","{'x': 31.994600000000048, 'y': 46.97500000000008}"
"{'OBJECTID': 670, 'Province_State': 'Odessa Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 46.4846, 'Long_': 30.7326, 'Confirmed': 99371, 'Recovered': 81899, 'Deaths': 1626, 'Active': 15846, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Odessa Oblast, Ukraine'}","{'x': 30.732600000000048, 'y': 46.48460000000006}"
"{'OBJECTID': 671, 'Province_State': 'Poltava Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 49.5883, 'Long_': 34.5514, 'Confirmed': 51597, 'Recovered': 44460, 'Deaths': 1092, 'Active': 6045, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Poltava Oblast, Ukraine'}","{'x': 34.55140000000006, 'y': 49.58830000000006}"
"{'OBJECTID': 672, 'Province_State': 'Rivne Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 50.6199, 'Long_': 26.2516, 'Confirmed': 54090, 'Recovered': 49653, 'Deaths': 704, 'Active': 3733, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Rivne Oblast, Ukraine'}","{'x': 26.251600000000053, 'y': 50.61990000000003}"
"{'OBJECTID': 673, 'Province_State': 'Sevastopol*', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 44.6054, 'Long_': 33.522, 'Confirmed': 12905, 'Recovered': 11970, 'Deaths': 552, 'Active': 383, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sevastopol*, Ukraine'}","{'x': 33.52200000000005, 'y': 44.60540000000003}"
"{'OBJECTID': 674, 'Province_State': 'Sumy Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 50.9077, 'Long_': 34.7981, 'Confirmed': 54296, 'Recovered': 48381, 'Deaths': 756, 'Active': 5159, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sumy Oblast, Ukraine'}","{'x': 34.798100000000034, 'y': 50.907700000000034}"
"{'OBJECTID': 675, 'Province_State': 'Ternopil Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 49.5535, 'Long_': 25.5948, 'Confirmed': 50442, 'Recovered': 42796, 'Deaths': 711, 'Active': 6935, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ternopil Oblast, Ukraine'}","{'x': 25.594800000000077, 'y': 49.55350000000004}"
"{'OBJECTID': 676, 'Province_State': 'Vinnytsia Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 49.2331, 'Long_': 28.4682, 'Confirmed': 52478, 'Recovered': 32617, 'Deaths': 901, 'Active': 18960, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Vinnytsia Oblast, Ukraine'}","{'x': 28.468200000000024, 'y': 49.23310000000003}"
"{'OBJECTID': 677, 'Province_State': 'Volyn Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 50.7472, 'Long_': 25.3254, 'Confirmed': 44430, 'Recovered': 39630, 'Deaths': 728, 'Active': 4072, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Volyn Oblast, Ukraine'}","{'x': 25.32540000000006, 'y': 50.74720000000008}"
"{'OBJECTID': 678, 'Province_State': 'Zakarpattia Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 48.6208, 'Long_': 22.2879, 'Confirmed': 50929, 'Recovered': 37305, 'Deaths': 1196, 'Active': 12428, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Zakarpattia Oblast, Ukraine'}","{'x': 22.287900000000036, 'y': 48.62080000000003}"
"{'OBJECTID': 679, 'Province_State': 'Zaporizhia Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 47.8388, 'Long_': 35.1396, 'Confirmed': 74789, 'Recovered': 68169, 'Deaths': 1322, 'Active': 5298, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Zaporizhia Oblast, Ukraine'}","{'x': 35.13960000000003, 'y': 47.83880000000005}"
"{'OBJECTID': 680, 'Province_State': 'Zhytomyr Oblast', 'Country_Region': 'Ukraine', 'Last_Update': 1616502373000, 'Lat': 50.2547, 'Long_': 28.6587, 'Confirmed': 65778, 'Recovered': 48902, 'Deaths': 1076, 'Active': 15800, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Zhytomyr Oblast, Ukraine'}","{'x': 28.658700000000067, 'y': 50.25470000000007}"
"{'OBJECTID': 681, 'Province_State': None, 'Country_Region': 'United Arab Emirates', 'Last_Update': 1616502373000, 'Lat': 23.424076, 'Long_': 53.847818, 'Confirmed': 444398, 'Recovered': 427188, 'Deaths': 1451, 'Active': 15759, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'United Arab Emirates'}","{'x': 53.847818000000075, 'y': 23.42407600000007}"
"{'OBJECTID': 682, 'Province_State': 'Anguilla', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 18.2206, 'Long_': -63.0686, 'Confirmed': 22, 'Recovered': 20, 'Deaths': 0, 'Active': 2, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Anguilla, United Kingdom'}","{'x': -63.06859999999995, 'y': 18.220600000000047}"
"{'OBJECTID': 683, 'Province_State': 'Bermuda', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 32.3078, 'Long_': -64.7505, 'Confirmed': 830, 'Recovered': 712, 'Deaths': 12, 'Active': 106, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Bermuda, United Kingdom'}","{'x': -64.75049999999999, 'y': 32.30780000000004}"
"{'OBJECTID': 684, 'Province_State': 'British Virgin Islands', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 18.4207, 'Long_': -64.64, 'Confirmed': 153, 'Recovered': 131, 'Deaths': 1, 'Active': 21, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'British Virgin Islands, United Kingdom'}","{'x': -64.63999999999999, 'y': 18.420700000000068}"
"{'OBJECTID': 685, 'Province_State': 'Cayman Islands', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 19.3133, 'Long_': -81.2546, 'Confirmed': 482, 'Recovered': 448, 'Deaths': 2, 'Active': 32, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Cayman Islands, United Kingdom'}","{'x': -81.25459999999998, 'y': 19.313300000000027}"
"{'OBJECTID': 686, 'Province_State': 'Channel Islands', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 49.3723, 'Long_': -2.3644, 'Confirmed': 4045, 'Recovered': 3965, 'Deaths': 86, 'Active': -6, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Channel Islands, United Kingdom'}","{'x': -2.3643999999999323, 'y': 49.372300000000045}"
"{'OBJECTID': 687, 'Province_State': 'England', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 52.3555, 'Long_': -1.1743, 'Confirmed': 3764026, 'Recovered': 0, 'Deaths': 111027, 'Active': 3652999, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'England, United Kingdom'}","{'x': -1.1742999999999597, 'y': 52.35550000000006}"
"{'OBJECTID': 688, 'Province_State': 'Falkland Islands (Malvinas)', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': -51.7963, 'Long_': -59.5236, 'Confirmed': 54, 'Recovered': 54, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Falkland Islands (Malvinas), United Kingdom'}","{'x': -59.52359999999998, 'y': -51.796299999999974}"
"{'OBJECTID': 689, 'Province_State': 'Gibraltar', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 36.1408, 'Long_': -5.3536, 'Confirmed': 4270, 'Recovered': 4148, 'Deaths': 94, 'Active': 28, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Gibraltar, United Kingdom'}","{'x': -5.353599999999972, 'y': 36.14080000000007}"
"{'OBJECTID': 690, 'Province_State': 'Isle of Man', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 54.2361, 'Long_': -4.5481, 'Confirmed': 1503, 'Recovered': 597, 'Deaths': 26, 'Active': 880, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Isle of Man, United Kingdom'}","{'x': -4.548099999999977, 'y': 54.23610000000008}"
"{'OBJECTID': 691, 'Province_State': 'Montserrat', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 16.742498, 'Long_': -62.187366, 'Confirmed': 20, 'Recovered': 19, 'Deaths': 1, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Montserrat, United Kingdom'}","{'x': -62.18736599999994, 'y': 16.74249800000007}"
"{'OBJECTID': 692, 'Province_State': 'Northern Ireland', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 54.7877, 'Long_': -6.4923, 'Confirmed': 116019, 'Recovered': 0, 'Deaths': 2105, 'Active': 113914, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Northern Ireland, United Kingdom'}","{'x': -6.492299999999943, 'y': 54.78770000000003}"
"{'OBJECTID': 693, 'Province_State': 'Saint Helena, Ascension and Tristan da Cunha', 'Country_Region': 'United Kingdom', 'Last_Update': 1615764324000, 'Lat': -7.9467, 'Long_': -14.3559, 'Confirmed': 4, 'Recovered': 4, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Saint Helena, Ascension and Tristan da Cunha, United Kingdom'}","{'x': -14.355899999999965, 'y': -7.946699999999965}"
"{'OBJECTID': 694, 'Province_State': 'Scotland', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 56.4907, 'Long_': -4.2026, 'Confirmed': 213888, 'Recovered': 0, 'Deaths': 7552, 'Active': 206336, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Scotland, United Kingdom'}","{'x': -4.202599999999961, 'y': 56.49070000000006}"
"{'OBJECTID': 695, 'Province_State': 'Turks and Caicos Islands', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': 21.694, 'Long_': -71.7979, 'Confirmed': 2294, 'Recovered': 2127, 'Deaths': 17, 'Active': 150, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Turks and Caicos Islands, United Kingdom'}","{'x': -71.79789999999997, 'y': 21.694000000000074}"
"{'OBJECTID': 696, 'Province_State': 'Unknown', 'Country_Region': 'United Kingdom', 'Last_Update': 1616502373000, 'Lat': None, 'Long_': None, 'Confirmed': 0, 'Recovered': 0, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Unknown, United Kingdom'}",
